[INFO ] [2017-10-09 19:09:39] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:09:39] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:07] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:07] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 57, msg: Compose button was clicked
[INFO ] [2017-10-09 19:10:10] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 63, msg: Letter successfully was written
[INFO ] [2017-10-09 19:10:10] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:10] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 67, msg: Letter was closed
[INFO ] [2017-10-09 19:10:10] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:10] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 57, msg: Compose button was clicked
[INFO ] [2017-10-09 19:10:10] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#drafts
[INFO ] [2017-10-09 19:10:10] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 57, msg: Compose button was clicked
[INFO ] [2017-10-09 19:10:11] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:11] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 57, msg: Compose button was clicked
[INFO ] [2017-10-09 19:10:11] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Черновики (23)
[INFO ] [2017-10-09 19:10:12] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: sendLetterFromDraft, line: 110, msg: Message from draft successfully sent
[INFO ] [2017-10-09 19:10:13] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#sent
[INFO ] [2017-10-09 19:10:13] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Отправленные
[INFO ] [2017-10-09 19:10:14] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 63, msg: Letter successfully was written
[INFO ] [2017-10-09 19:10:14] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 63, msg: Letter successfully was written
[INFO ] [2017-10-09 19:10:14] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 67, msg: Letter was closed
[INFO ] [2017-10-09 19:10:14] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#drafts
[INFO ] [2017-10-09 19:10:14] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 67, msg: Letter was closed
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#drafts
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 63, msg: Letter successfully was written
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Drafts (30)
[INFO ] [2017-10-09 19:10:15] file: GmailLoginPage.java, class: com.epam.lab.gmailframework.pageobjects.GmailLoginPage, method: waitForWrongMessageElement, line: 70, msg: Tried to wait for sing in wrong message. Wrong sign in message wasn't detected
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 67, msg: Letter was closed
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 57, msg: Compose button was clicked
[INFO ] [2017-10-09 19:10:15] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#drafts
[INFO ] [2017-10-09 19:10:16] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Drafts (30)
[INFO ] [2017-10-09 19:10:16] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: sendLetterFromDraft, line: 110, msg: Message from draft successfully sent
[INFO ] [2017-10-09 19:10:16] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#sent
[INFO ] [2017-10-09 19:10:16] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Drafts (31)
[ERROR] [2017-10-09 19:10:17] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 98, msg: Message didn't save in Sent Mail
[INFO ] [2017-10-09 19:10:17] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: sendLetterFromDraft, line: 110, msg: Message from draft successfully sent
[INFO ] [2017-10-09 19:10:17] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#sent
[INFO ] [2017-10-09 19:10:18] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Sent Mail
[INFO ] [2017-10-09 19:10:18] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: sendLetterFromDraft, line: 110, msg: Message from draft successfully sent
[INFO ] [2017-10-09 19:10:18] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#sent
[INFO ] [2017-10-09 19:10:18] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Sent Mail
[INFO ] [2017-10-09 19:10:19] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 63, msg: Letter successfully was written
[INFO ] [2017-10-09 19:10:19] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: writeLetter, line: 67, msg: Letter was closed
[INFO ] [2017-10-09 19:10:19] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#drafts
[INFO ] [2017-10-09 19:10:20] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Черновики (23)
[INFO ] [2017-10-09 19:10:21] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: sendLetterFromDraft, line: 110, msg: Message from draft successfully sent
[INFO ] [2017-10-09 19:10:21] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: getLettersFromSection, line: 117, msg: Navigate to: https://mail.google.com/mail/#sent
[INFO ] [2017-10-09 19:10:21] file: GmailHomePage.java, class: com.epam.lab.gmailframework.pageobjects.GmailHomePage, method: isSavedInSection, line: 93, msg: Message successfully saved in Отправленные
